 num|dist(asec)|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  spec. type   
6493|  16002.47|TYC 1271-736-1                     |*  |04 42 26.1674963592 +18 20 54.175456608|     ~   |12.73    |11.84    |     ~   |~              
6494|  16004.72|UCAC4 548-010123                   |*  |04 37 27.7400898475 +19 32 56.250597208|     ~   |14.209   |12.689   |12.397   |~              
6495|  16006.34|SDSS J040858.61+145507.8           |WD*|04 08 58.6137793824 +14 55 07.893411888|     ~   |     ~   |     ~   |     ~   |DA             
6496|  16006.62|UCAC4 550-010390                   |*  |04 34 53.7033273880 +19 53 48.906416622|     ~   |13.177   |11.836   |11.773   |~              
6497|  16007.69|HD 29698                           |*  |04 41 22.7457730440 +18 41 38.092151544|     ~   |10.13    |9.35     |     ~   |G0             
6498|  16008.44|UCAC4 549-010140                   |*  |04 35 45.5067685573 +19 47 41.790233080|     ~   |12.947   |12.187   |12.217   |~              
6499|  16008.73|HD 286041                          |*  |04 45 16.1873410152 +15 13 27.972839532|     ~   |11.49    |10.94    |     ~   |F5             
6500|  16009.38|HD 286930                          |*  |04 39 06.5879994552 +12 31 30.902678220|     ~   |9.66     |9.12     |     ~   |F2             
6501|  16009.86|LEDA 1598427                       |G  |04 37 09.8 +19 35 53                   |     ~   |     ~   |     ~   |     ~   |~              
6502|  16010.06|HD 285541                          |*  |04 11 19.8879994080 +18 15 59.025039480|     ~   |11.74    |10.85    |     ~   |G5             
6503|  16012.89|Gaia DR3 3311559972948641536       |*  |04 10 12.3627113976 +14 02 27.157515288|     ~   |     ~   |     ~   |     ~   |~              
6504|  16014.26|HD 285485                          |V* |04 08 32.8446616824 +16 14 01.919865732|     ~   |11.67    |10.20    |     ~   |K2             
6505|  16014.26|ATO J071.0452+14.2582              |EB?|04 44 10.8571940885 +14 15 29.611126138|     ~   |17.202   |16.208   |15.858   |~              
6506|  16015.05|[DCD2013] CSS J043618.3+120200     |RR*|04 36 18.4015858800 +12 02 00.322969992|     ~   |     ~   |15.99    |     ~   |~              
6507|  16016.77|TYC 676-1152-1                     |PM*|04 26 38.4683964984 +11 25 06.305159352|     ~   |12.83    |12.24    |     ~   |~              
6508|  16018.42|HD 286972                          |*  |04 42 11.3432612280 +13 21 24.128956584|     ~   |12.15    |11.57    |     ~   |F8             
6509|  16021.90|HD 284351                          |*  |04 17 21.1936366032 +19 40 45.149128068|     ~   |11.23    |10.43    |     ~   |F5             
6510|  16022.28|UCAC4 523-009297                   |Y*?|04 44 29.9048221872 +14 27 31.887498708|     ~   |17.142   |15.666   |14.889   |~              
6511|  16022.28|ATO J065.1237+20.0399              |V* |04 20 29.69 +20 02 23.7                |     ~   |     ~   |     ~   |     ~   |~              
6512|  16023.45|HD 286975                          |*  |04 41 25.4583848880 +13 06 19.820007000|     ~   |11.59    |9.72     |     ~   |K7             
6513|  16025.06|UCAC4 552-009885                   |*  |04 30 32.5610466687 +20 14 15.907144604|     ~   |     ~   |     ~   |12.521   |~              
6514|  16025.57|UCAC4 548-010161                   |*  |04 37 51.0845940166 +19 29 28.924687650|     ~   |13.695   |12.882   |12.797   |~              
6515|  16028.96|HD 286853                          |*  |04 32 07.9830668712 +11 35 31.738728084|     ~   |11.39    |11.05    |     ~   |A0             
6516|  16031.57|CRTS J040856.0+145553              |EB*|04 08 56.1105883248 +14 55 53.697527436|     ~   |     ~   |15.83    |     ~   |~              
6517|  16032.35|LP 414-145                         |PM*|04 16 40.4125608672 +19 34 47.982917784|     ~   |19.1     |     ~   |17.5     |~              
6518|  16033.13|HD 27311                           |*  |04 19 30.1582728576 +19 56 52.129077432|     ~   |8.05     |7.85     |     ~   |A0             
6519|  16041.85|HD 30047                           |*  |04 44 44.7436619400 +14 37 36.490959732|     ~   |8.54     |8.07     |     ~   |G0             
6520|  16042.33|TYC 675-248-1                      |*  |04 20 16.8141344376 +11 43 10.918753248|     ~   |12.66    |12.59    |     ~   |~              
6521|  16043.25|ATO J069.2759+19.6183              |EB?|04 37 06.2183394436 +19 37 06.042165329|     ~   |15.537   |14.655   |14.717   |~              
6522|  16043.39|UCAC4 548-009001                   |Y*?|04 15 49.7335084128 +19 26 30.308978256|     ~   |12.839   |11.996   |11.863   |~              
6523|  16043.48|BD+16 648                          |*  |04 45 04.0363274400 +16 54 28.643717592|     ~   |13.15    |11.16    |     ~   |K0             
6524|  16044.38|UGC 2968                           |G  |04 09 08.8625413488 +17 06 42.209293968|     ~   |16.0     |     ~   |     ~   |~              
6525|  16045.12|HD 26703                           |*  |04 13 49.8380933616 +12 45 13.345753356|     ~   |7.40     |6.25     |     ~   |K0             
6526|  16049.02|2MASS J04085097+1500145            |NIR|04 08 50.9750663088 +15 00 14.535343368|     ~   |     ~   |     ~   |     ~   |~              
6527|  16049.62|TXS 0432+197                       |Rad|04 35 27.9 +19 50 39                   |     ~   |     ~   |     ~   |     ~   |~              
6528|  16050.35|LSPM J0411+1323                    |PM*|04 11 40.8403201056 +13 23 13.581110436|     ~   |20.0     |     ~   |17.2     |~              
6529|  16050.38|IRAS 04099+1255                    |FIR|04 12 43.8 +13 02 51                   |     ~   |     ~   |     ~   |     ~   |~              
6530|  16053.42|TYC 1274-967-1                     |*  |04 37 33.1513399248 +19 33 02.647888776|     ~   |12.99    |11.65    |     ~   |~              
6531|  16053.56|UCAC4 535-008072                   |Y*?|04 08 57.4576698840 +16 56 45.074546088|     ~   |16.302   |14.966   |     ~   |~              
6532|  16055.10|LP 415-1574                        |PM*|04 35 52.0134913560 +19 47 45.119155056|     ~   |16.82    |15.25    |     ~   |~              
6533|  16058.13|TYC 1272-705-1                     |*  |04 18 37.4441489880 +19 51 27.020206116|     ~   |12.61    |11.34    |     ~   |~              
6534|  16058.38|2MASX J04432768+1350513            |G  |04 43 27.7117763832 +13 50 51.558679968|     ~   |     ~   |     ~   |     ~   |~              
6535|  16058.88|[MJR2015] 4451                     |FIR|04 45 04.75920 +16 54 52.3080          |     ~   |     ~   |     ~   |     ~   |~              
6536|  16060.17|Cl* Melotte 25 HAN 28              |*  |04 10 38.67 +18 00 45.5                |     ~   |16.38    |14.96    |     ~   |~              
6537|  16063.34|HD 286982                          |*  |04 40 47.7452941536 +12 54 29.707096536|     ~   |11.67    |10.30    |     ~   |K5             
6538|  16064.03|HD 286705                          |*  |04 21 59.7753031800 +11 34 22.831840488|     ~   |10.27    |9.71     |     ~   |F8             
6539|  16065.90|UCAC4 552-009643                   |*  |04 25 30.4958281232 +20 18 55.170921983|     ~   |14.635   |13.706   |13.687   |~              
6540|  16066.79|NVSS J040832+162327                |Rad|04 08 32.6865425208 +16 23 27.484399788|     ~   |     ~   |     ~   |     ~   |~              
6541|  16069.91|TYC 1272-652-1                     |*  |04 22 08.8675667736 +20 10 44.427576072|     ~   |12.73    |12.33    |     ~   |~              
6542|  16077.04|ATO J064.9137+19.9767              |LP?|04 19 39.2962542696 +19 58 36.364886184|     ~   |     ~   |     ~   |     ~   |~              
6543|  16079.15|LP 415-78                          |PM*|04 25 54.9925475688 +20 19 32.427578280|     ~   |18.2     |     ~   |16.3     |~              
6544|  16081.43|HD 285976                          |*  |04 43 22.0906172256 +18 01 10.268185908|     ~   |11.04    |10.54    |     ~   |F0             
6545|  16084.29|TYC 1272-215-1                     |*  |04 19 54.6566334816 +20 00 15.619576896|     ~   |12.41    |11.65    |     ~   |~              
6546|  16084.71|UCAC4 551-009871                   |*  |04 31 51.1578937793 +20 10 59.665169272|     ~   |     ~   |     ~   |13.581   |~              
6547|  16085.77|V* V1305 Tau                       |EB*|04 09 17.1729679152 +17 15 47.379218724|     ~   |     ~   |13.2     |     ~   |~              
6548|  16088.89|V* V893 Tau                        |BY*|04 18 57.9745736544 +19 54 24.124484232|     ~   |9.345    |8.597    |8.192    |G9V            
6549|  16088.99|ATO J071.3960+15.9863              |EB?|04 45 35.0379955146 +15 59 11.169755458|     ~   |14.359   |13.381   |13.205   |~              
6550|  16089.26|1RXS J041859.3+195433              |X  |04 18 59.30 +19 54 33.5                |     ~   |     ~   |     ~   |     ~   |~              
6551|  16090.64|HD 285510                          |*  |04 08 42.2020261680 +15 07 32.179154880|     ~   |11.76    |10.70    |     ~   |K0             
6552|  16091.15|IRAS 04071+1736                    |FIR|04 10 02.6 +17 44 26                   |     ~   |     ~   |     ~   |     ~   |~              
6553|  16091.57|TYC 678-211-1                      |*  |04 10 54.8762379864 +13 39 42.443877528|     ~   |12.54    |12.13    |     ~   |~              
6554|  16092.87|CRTS J043629.9+194322              |EB*|04 36 29.9719285320 +19 43 23.294847972|     ~   |     ~   |13.23    |     ~   |~              
6555|  16093.31|HD 284563                          |*  |04 35 08.4517415088 +19 53 45.196152216|     ~   |10       |     ~   |     ~   |G0             
6556|  16094.02|2MASX J04084243+1642539            |G  |04 08 42.4604488152 +16 42 54.028022436|     ~   |     ~   |     ~   |     ~   |~              
6557|  16094.44|V* V1304 Tau                       |TT*|04 09 16.9997169624 +17 16 08.226733044|     ~   |14.58    |13.20    |     ~   |M1             
6558|  16095.57|HD 284344                          |*  |04 19 16.9909238736 +19 56 37.064207184|     ~   |11.73    |11.25    |     ~   |F0             
6559|  16099.84|TYC 676-170-1                      |*  |04 23 40.0834752600 +11 28 05.882194200|     ~   |12.71    |10.92    |     ~   |~              
6560|  16100.59|Gaia DR3 3410521001611225856       |WD?|04 38 56.0230616376 +19 19 08.018474376|     ~   |     ~   |     ~   |     ~   |~              
6561|  16100.66|Gaia DR3 48371777114677504         |RR?|04 22 57.0202310856 +20 14 03.570769788|     ~   |     ~   |     ~   |     ~   |~              
6562|  16104.80|UCAC4 551-009982                   |*  |04 33 37.5277046528 +20 03 13.424051495|     ~   |     ~   |     ~   |12.142   |~              
6563|  16105.84|TYC 1251-223-1                     |*  |04 08 30.9181702536 +16 25 32.542192884|     ~   |12.47    |11.46    |     ~   |~              
6564|  16109.71|HD 285530                          |*  |04 13 02.5147867512 +18 51 21.487439880|     ~   |11.32    |10.78    |     ~   |A3             
6565|  16110.10|TYC 676-1059-1                     |*  |04 26 41.9797362624 +11 23 32.042718960|     ~   |12.73    |12.12    |     ~   |~              
6566|  16110.62|HD 286585                          |*  |04 11 50.1817130784 +13 18 12.141867240|     ~   |11.02    |9.71     |     ~   |K5             
6567|  16111.06|[MJR2015] 4463                     |FIR|04 45 02.15760 +17 01 08.2920          |     ~   |     ~   |     ~   |     ~   |~              
6568|  16112.26|2MASS J04102463+1756145            |NIR|04 10 24.6350367720 +17 56 14.148905316|     ~   |     ~   |     ~   |     ~   |~              
6569|  16113.41|UCAC4 551-009994                   |*  |04 33 48.0236813301 +20 02 25.386610971|     ~   |     ~   |     ~   |12.813   |~              
6570|  16115.50|Gaia DR3 144227136398569600        |WD?|04 29 29.5459261704 +20 18 13.900121568|     ~   |     ~   |     ~   |     ~   |~              
6571|  16117.03|DO 10708                           |*  |04 44 18.570 +17 33 36.60              |     ~   |     ~   |     ~   |     ~   |~              
6572|  16117.40|TYC 1271-653-1                     |*  |04 44 18.5869343016 +17 33 37.006769268|     ~   |12.14    |10.72    |     ~   |~              
6573|  16118.97|LSPM J0445+1506                    |PM*|04 45 18.680 +15 06 04.02              |     ~   |     ~   |     ~   |19.2     |~              
6574|  16120.79|CRTS J042946.7+201744              |EB*|04 29 46.7132119920 +20 17 44.667555252|     ~   |     ~   |17.10    |     ~   |~              
6575|  16121.35|Cl* Melotte 25 HAN 1               |*  |04 09 40.03 +17 32 57.6                |     ~   |13.4     |12.46    |     ~   |~              
6576|  16121.66|IRAS 04181+2000                    |FIR|04 21 05.6 +20 07 09                   |     ~   |     ~   |     ~   |     ~   |~              
6577|  16121.94|4C 15.15                           |Rad|04 45 22.28 +15 10 44.0                |     ~   |     ~   |     ~   |     ~   |~              
6578|  16126.63|HD 284518                          |*  |04 32 42.1185960240 +20 08 10.840138620|     ~   |11.10    |9.76     |     ~   |K2             
6579|  16127.03|LEDA 1405785                       |G  |04 16 15.5 +12 13 19                   |     ~   |     ~   |     ~   |     ~   |~              
6580|  16130.63|TYC 1271-718-1                     |*  |04 44 01.7886870648 +17 43 43.506269436|     ~   |12.36    |11.58    |     ~   |G2V            
6581|  16130.66|Gaia DR2 3410503271986049152       |WD?|04 39 46.2370553496 +19 09 16.435055736|     ~   |     ~   |     ~   |     ~   |~              
6582|  16131.78|IRAS 04193+2005                    |FIR|04 22 15.5 +20 12 13                   |     ~   |     ~   |     ~   |     ~   |~              
6583|  16135.50|Cl* Melotte 25 VA 5                |PM*|04 09 55.5796432536 +17 42 30.259550664|     ~   |15.51    |14.48    |14.70    |~              
6584|  16136.74|UCAC4 552-009634                   |*  |04 25 17.2431225464 +20 19 50.141565458|     ~   |14.128   |13.184   |13.123   |~              
6585|  16138.92|LP 415-2011 A                      |PM*|04 44 10.11 +17 39 29.9                |     ~   |20.8     |     ~   |19.1     |~              
6586|  16138.97|LP 415-2011                        |** |04 44 10.1319657957 +17 39 29.287470612|     ~   |     ~   |     ~   |     ~   |~              
6587|  16139.11|Gaia DR3 3301115024802044160       |WD?|04 20 02.5917895392 +11 42 49.552682256|     ~   |     ~   |     ~   |     ~   |~              
6588|  16139.42|LP 415-2011 B                      |PM*|04 44 10.111 +17 39 31.16              |     ~   |21.4     |     ~   |18.5     |~              
